user,sum_score,mean_score,degree,closeness,betweenness,load,eigenvector,listed,followers,reply_sent,reply_recieved,mention_sent,mention_recieved,tweet_sent,tweet_recieved
ArvindK05789268,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
AH46964879,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
DEBAPRIYA1988,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
jenregina85,1.000639795265515,0.11118219947394611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006397952655150352,0.0,0.0,0.0,0.0
goddess_hylia_,1.0003772351844311,0.11115302613160345,0.0006371455877668046,0.0,0.0,0.0,0.0,0.00012859473032331422,5.733755167380601e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
atwellorama,1.0003658463469867,0.11115176070522075,0.0003185727938834023,0.0,0.0,0.0,0.0,6.091329331104358e-05,4.5948714229286555e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
scencrytae,1.0003519100064295,0.11115021222293661,0.0003185727938834023,0.0,0.0,0.0,0.0,5.414514960981652e-05,3.2012373672177224e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
Manoj_kat,1.0003431248670194,0.11114923609633548,0.0,0.0,0.0,0.0,0.0,6.768143701227065e-06,2.3227234261848892e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
miz_kachii,1.0003410643865605,0.11114900715406227,0.0003185727938834023,0.0,0.0,0.0,0.0,5.414514960981652e-05,2.116675380313649e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
James_Carleton,1.0003406710221094,0.11114896344690105,0.0006371455877668046,0.0,0.0,0.0,0.0,0.00017597173623190367,2.077338935192776e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
Brad_Sked,1.0003403525842203,0.11114892806491336,0.0,0.0,0.0,0.0,0.0,0.00010152215551840597,2.0454951462854025e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
ladegafanclub,1.0003386480049317,0.11114873866721463,0.0003185727938834023,0.0,0.0,0.0,0.0,4.0608862207362386e-05,1.8750372174282856e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
fryyybaby,1.0003374866432186,0.11114860962702429,0.0,0.0,0.0,0.0,0.0,1.353628740245413e-05,1.758901046119041e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
JWangto,1.0003356696740868,0.1111484077415652,0.0003185727938834023,0.0,0.0,0.0,0.0,0.0,1.5772041329416747e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
_PrettyNPlush_,1.000335145188152,0.11114834946535021,0.0003185727938834023,0.0,0.0,0.0,0.0,9.47540118171789e-05,1.5247555394471773e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
dakpprescott,1.0003340962162819,0.11114823291292021,0.0,0.0,0.0,0.0,0.0,8.121772441472477e-05,1.4198583524581823e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
HondosElement,1.000333534267066,0.11114817047411846,0.0,0.0,0.0,0.0,0.0,4.0608862207362386e-05,1.363663430856935e-05,1.0,0.0003198976327575176,0.0,0.0,0.0,0.0
